ID,SEQ,CONC
0,10.051769495010376,11.550296783447266
1,10.283617496490479,11.577853441238403
2,10.09611964225769,11.966509580612183
3,10.332220554351807,12.3642737865448
4,10.256404876708984,11.449503660202026
5,9.812196254730225,11.349885702133179
6,9.797319412231445,11.335466384887695
7,9.800859689712524,11.334089279174805
8,9.799935817718506,11.519105434417725
9,9.843617916107178,11.354206562042236
10,9.831238508224487,11.340617418289185
11,9.844740390777588,11.344754934310913
12,9.808164834976196,11.344402551651001
13,9.819271802902222,11.33662724494934
14,9.812806606292725,11.349967241287231
15,9.809320211410522,11.346396207809448
16,9.816627979278564,11.345532417297363
17,9.811086893081665,11.370810985565186
18,10.688398599624634,12.849678754806519
19,10.105924606323242,11.637444734573364
