ID,SEQ,CONC
0,0.020183801651000977,0.0245668888092041
1,0.01996159553527832,0.02622532844543457
2,0.025537729263305664,0.025782346725463867
3,0.02050948143005371,0.026684284210205078
4,0.020235538482666016,0.025208711624145508
5,0.020233869552612305,0.026788711547851562
6,0.019770383834838867,0.02731633186340332
7,0.02058267593383789,0.026623964309692383
8,0.019479751586914062,0.02626323699951172
9,0.020465612411499023,0.02678847312927246
10,0.019097089767456055,0.02738046646118164
11,0.0199127197265625,0.02632451057434082
12,0.01912212371826172,0.026482582092285156
13,0.020106077194213867,0.026795625686645508
14,0.019114255905151367,0.02811145782470703
15,0.0211331844329834,0.02665233612060547
16,0.019205331802368164,0.026098966598510742
17,0.020039796829223633,0.024896860122680664
18,0.02206110954284668,0.02733016014099121
19,0.02023029327392578,0.02483344078063965
