ID,SEQ,CONC
0,0.1681385040283203,0.2153463363647461
1,0.15626001358032227,0.1865706443786621
2,0.1627211570739746,0.19935369491577148
3,0.16890358924865723,0.20058608055114746
4,0.15581178665161133,0.18543553352355957
5,0.1562638282775879,0.18753671646118164
6,0.15405678749084473,0.1881427764892578
7,0.15601038932800293,0.18763375282287598
8,0.1550741195678711,0.18765592575073242
9,0.1560349464416504,0.18574190139770508
10,0.15591883659362793,0.1882784366607666
11,0.15507102012634277,0.18714165687561035
12,0.1548614501953125,0.18676090240478516
13,0.15345406532287598,0.1866011619567871
14,0.15564489364624023,0.18457674980163574
15,0.1547389030456543,0.18670415878295898
16,0.154327392578125,0.1860036849975586
17,0.15587377548217773,0.18754172325134277
18,0.1538102626800537,0.18700337409973145
19,0.15361475944519043,0.18736791610717773
